4095, 4094, 0, 0, 2, 0, 0, 0, 1, -11, -99, 0, 21, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 1
4095, 4094, 0, 0, 2, 0, 0, 0, 1, -11, -99, 0, 21, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 2
4095, 4095, 0, 0, 2, 0, 0, 0, 1, -11, -99, 0, 21, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 3
4095, 4095, 0, 0, 2, 0, 0, 0, 1, -11, -99, 0, 21, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4
4095, 4095, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 21, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 5
4094, 4095, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 21, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6
4095, 4095, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 21, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7
4095, 4095, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 21, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8
4095, 4095, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9
4095, 4095, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 10
4095, 4094, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11
4094, 4095, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 12
4094, 4095, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 13
4095, 4095, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 14
4095, 4095, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 15
4095, 4095, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 16
4094, 4094, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 17
4095, 4095, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 18
4095, 4095, 0, 0, 1, 0, 0, 0, 1, -11, -99, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 19
4094, 4095, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 20
4094, 4094, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 21
4095, 4095, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 22
4095, 4095, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 23
4095, 4094, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 24
4094, 4095, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 25
4095, 4095, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 26
4095, 4095, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 27
4095, 4095, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 28
4095, 4095, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 29
4095, 4095, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 30
4095, 4095, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 31
4095, 4095, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 32
4095, 4093, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 33
4095, 4093, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 34
4095, 4093, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 35
4095, 4095, 0, 0, 6, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 36
4095, 4094, 3, 0, 2, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 37
4095, 4095, 3, 0, 2, 0, 0, 0, 1, -11, -99, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 38
