4084, 1470, -2, 0, 3, 0, 0, 0, 70, 0, -71, 0, 314, 16, 4077, 1128, 1, 1, 2, 0, 0, 0, 71, -3, -69, 0, 314, 16, 4086, 1401, -1, 0, 0, 0, 0, 0, 73, -3, -67, -2, 314, 16, 4086, 1354, 1, 0, 0, 0, 0, 0, 73, -4, -68, 0, 314, 16, 4087, 4087, 0, 3, 1, 0, 0, 0, 66, 26, -64, 27, 314, 16, 1
4085, 1468, -2, 0, 3, 0, 0, 0, 70, 0, -71, 0, 314, 16, 4077, 1126, 1, 1, 2, 0, 0, 0, 71, -3, -69, 0, 314, 16, 4084, 1402, -1, 0, 0, 0, 0, 0, 73, -3, -67, -2, 314, 16, 4085, 1353, -2, 0, -4, 0, 0, 0, 73, -4, -68, 0, 314, 16, 4087, 4086, 0, 3, 1, 0, 0, 0, 66, 26, -64, 27, 314, 16, 2
4084, 1461, 1, 0, 0, 0, 0, 0, 70, 0, -71, 0, 314, 16, 4077, 1126, 1, 1, 2, 0, 0, 0, 71, -3, -69, 0, 314, 16, 4086, 1396, 0, 0, 0, 0, 0, 0, 73, -3, -67, -2, 314, 16, 4086, 1323, -2, 0, -4, 0, 0, 0, 72, -4, -68, 0, 314, 16, 4087, 4086, 0, 3, 1, 0, 0, 0, 66, 26, -64, 27, 314, 16, 3
4085, 1465, 1, 0, 0, 0, 0, 0, 70, 0, -71, 0, 314, 16, 4078, 1121, 1, 1, 2, 0, 0, 0, 71, -3, -69, 0, 314, 16, 4086, 1396, 0, 0, 0, 0, 0, 0, 73, -3, -67, -2, 314, 16, 4085, 1356, -2, 0, -4, 0, 0, 0, 72, -4, -68, 0, 314, 16, 4087, 4087, 0, 0, -2, 0, 0, 0, 66, 26, -64, 27, 314, 16, 4
4085, 1469, 1, 0, 0, 0, 0, 0, 70, 0, -71, 0, 314, 16, 4078, 1121, 1, 1, 2, 0, 0, 0, 71, -3, -69, 0, 314, 16, 4086, 1400, 0, 0, 0, 0, 0, 0, 73, -3, -67, -2, 314, 16, 4084, 1362, -2, 0, -4, 0, 0, 0, 72, -4, -68, 0, 314, 16, 4087, 4087, 0, 0, -2, 0, 0, 0, 66, 26, -64, 27, 314, 16, 5
4086, 1461, 1, 0, 0, 0, 0, 0, 70, 0, -71, 0, 314, 16, 4078, 1121, 1, 1, 2, 0, 0, 0, 71, -3, -69, 0, 314, 16, 4086, 1398, 0, 0, 0, 0, 0, 0, 73, -3, -67, -2, 314, 16, 4084, 1352, -2, 0, -4, 0, 0, 0, 72, -4, -68, 0, 314, 16, 4087, 4087, 0, 0, -2, 0, 0, 0, 66, 26, -64, 27, 314, 16, 6
4086, 1461, 1, 0, 0, 0, 0, 0, 70, 0, -71, 0, 314, 16, 4077, 1126, -1, -2, 2, 0, 0, 0, 71, -3, -69, 0, 314, 16, 4086, 1400, 0, 0, 0, 0, 0, 0, 73, -3, -67, -2, 314, 16, 4084, 1362, -2, 0, -4, 0, 0, 0, 72, -4, -68, 0, 314, 16, 4087, 4087, 0, 0, -2, 0, 0, 0, 66, 26, -64, 27, 314, 16, 7
4084, 1467, 1, 0, 0, 0, 0, 0, 70, 0, -71, 0, 314, 16, 4077, 1126, -1, -2, 2, 0, 0, 0, 71, -3, -69, 0, 314, 16, 4086, 1400, 0, 0, 0, 0, 0, 0, 73, -3, -67, -2, 314, 16, 4084, 1352, -2, 0, -4, 0, 0, 0, 72, -4, -68, 0, 314, 16, 4091, 4095, -3, 0, -1, 0, 0, 0, 66, 26, -64, 27, 314, 16, 8
4085, 1469, -3, 2, -1, 0, 0, 0, 70, 0, -71, 0, 314, 16, 4077, 1122, -1, -2, 2, 0, 0, 0, 71, -3, -69, 0, 314, 16, 4085, 1401, 0, 0, 0, 0, 0, 0, 73, -3, -67, -2, 314, 16, 4085, 1352, -2, 0, -4, 0, 0, 0, 72, -4, -68, 0, 314, 16, 4086, 4086, -3, 0, -1, 0, 0, 0, 66, 26, -64, 27, 314, 16, 9
4085, 1470, -3, 2, -1, 0, 0, 0, 70, 0, -71, 0, 314, 16, 4077, 1124, -1, 1, 2, 0, 0, 0, 71, -3, -69, 0, 314, 16, 4086, 1396, -1, 4, -3, 0, 0, 0, 73, -3, -67, -2, 314, 16, 4085, 1353, -2, 0, -4, 0, 0, 0, 72, -4, -68, 0, 314, 16, 4086, 4086, -3, 0, -1, 0, 0, 0, 66, 26, -64, 27, 314, 16, 10
