4086, 1453, 1, 0, 4, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4077, 1143, 1, 1, 0, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4086, 1426, 0, 0, 0, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4086, 1377, 0, 0, 3, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4087, 4086, 0, 2, -2, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10951
4085, 1453, 1, 0, 4, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4077, 1135, 1, -1, 0, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4084, 1423, 0, 0, 0, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4085, 1378, 3, -3, -4, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4087, 4087, 0, 2, -2, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10952
4086, 1450, 1, 0, 4, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4077, 1146, 1, -1, 0, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4085, 1430, 0, 0, 0, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4084, 1366, 3, -3, -4, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4087, 4087, 0, 2, -2, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10953
4084, 1449, 1, 0, 4, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4078, 1146, 1, -1, 0, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4086, 1422, 0, 0, 0, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4085, 1375, 3, -3, -4, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4087, 4087, 0, 2, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10954
4085, 1453, -1, 0, -1, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4078, 1146, 1, -1, 0, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4086, 1422, 0, 0, 0, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4086, 1381, 3, -3, -4, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4087, 4087, 0, 2, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10955
4085, 1452, -1, 0, -1, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4077, 1146, 1, -1, 0, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4086, 1424, 0, 0, 0, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4086, 1381, 3, -3, -4, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4087, 4087, 0, 2, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10956
4085, 1452, -1, 0, -1, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4077, 1146, 1, -1, 0, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4086, 1422, 0, 0, 3, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4086, 1381, 3, -3, -4, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4086, 4089, 0, -1, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10957
4085, 1453, -1, 0, 1, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4077, 1137, 1, 1, 3, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4086, 1422, 0, 0, 3, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4087, 1395, 0, 0, 0, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4086, 4086, 3, -1, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10958
4085, 1451, 1, 3, 1, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4077, 1138, 1, 1, 3, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4084, 1419, 0, 0, 3, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4085, 1375, 0, 0, 0, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4087, 4087, 3, -1, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10959
4085, 1453, 1, 3, 1, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4077, 1138, 1, 1, 3, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4086, 1429, 0, 0, 3, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4086, 1371, 0, 0, 0, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4095, 4080, 3, -1, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10960
4086, 1453, 1, 3, 1, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4077, 1147, 1, -1, 0, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4086, 1422, 0, 0, 3, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4086, 1371, 0, 0, 0, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4087, 4087, 3, -1, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10961
4084, 1460, 1, 3, 1, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4077, 1145, 1, -1, 0, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4086, 1422, 0, 0, 3, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4084, 1389, 0, 0, 0, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4087, 4086, 3, -1, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10962
4085, 1456, 1, 3, 1, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4078, 1145, 1, -1, 0, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4086, 1428, 0, 0, 3, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4085, 1382, 0, 0, 0, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4084, 4087, 3, -1, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10963
4085, 1459, 1, 0, 1, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4078, 1145, 1, -1, 0, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4085, 1426, 0, 0, 3, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4085, 1378, 0, 0, 0, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4087, 4086, 3, -1, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10964
4086, 1456, 1, 0, 1, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4077, 1139, 1, -1, 0, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4086, 1427, 0, 0, 3, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4085, 1384, 0, 0, 0, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4087, 4086, 3, -1, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10965
4086, 1454, 1, 0, 1, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4078, 1140, -2, 1, 3, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4086, 1427, 0, 0, 3, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4085, 1380, 0, 0, 0, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4087, 4087, 3, -1, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10966
4085, 1458, 1, 0, 1, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4078, 1140, -2, 1, 3, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4086, 1425, 0, 0, 0, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4085, 1378, 0, 0, 0, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4087, 4086, 3, -1, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10967
4085, 1463, 1, 0, 1, 0, 0, 0, 68, 0, -72, 0, 314, 16, 4077, 1143, -2, 1, 3, 0, 0, 0, 70, -2, -70, 1, 314, 16, 4086, 1430, -4, 0, 0, 0, 0, 0, 72, 0, -68, 0, 314, 16, 4085, 1380, 0, 0, 0, 0, 0, 0, 71, -2, -69, 1, 314, 16, 4087, 4086, 3, -1, -1, 0, 0, 0, 71, 0, -70, 0, 314, 16, 10968
